plot,panel,series,source,row,x_column,y_column,x,y
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,68,gt_x_m,gt_y_m,0.36521688890759746,0.06783408563762142
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,69,gt_x_m,gt_y_m,0.3839069377232699,0.05287715302873479
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,70,gt_x_m,gt_y_m,0.4103697305228778,0.03170278449849425
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,71,gt_x_m,gt_y_m,0.4252126565521324,0.01982726094843621
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,72,gt_x_m,gt_y_m,0.43674757668804576,0.010598966108077392
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,73,gt_x_m,gt_y_m,0.44451859962978363,0.004382302740477365
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,74,gt_x_m,gt_y_m,0.44863533690325275,0.0010893423608286793
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,75,gt_x_m,gt_y_m,0.4499150670700909,6.609234051658679e-05
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,0,est_aligned_x_m,est_aligned_z_m,0.02947948124409428,1.0817409280711991
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,1,est_aligned_x_m,est_aligned_z_m,0.02962297822305867,1.0818166115685321
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,2,est_aligned_x_m,est_aligned_z_m,0.03069926002106327,1.0823268143687454
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,3,est_aligned_x_m,est_aligned_z_m,0.033476158228339006,1.0836419802771002
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,4,est_aligned_x_m,est_aligned_z_m,0.03867289010476099,1.0861077192130997
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,5,est_aligned_x_m,est_aligned_z_m,0.04649147266814166,1.0898049062134203
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,6,est_aligned_x_m,est_aligned_z_m,0.055666487338171304,1.0896674366648966
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,7,est_aligned_x_m,est_aligned_z_m,0.06678758824734005,1.0897690383636605
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,8,est_aligned_x_m,est_aligned_z_m,0.08792315215470792,1.1240128750456821
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,9,est_aligned_x_m,est_aligned_z_m,0.13123548291606574,1.1664311394308506
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,10,est_aligned_x_m,est_aligned_z_m,0.15721858938949634,1.165486070224233
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,11,est_aligned_x_m,est_aligned_z_m,0.21657338871965337,1.2015716805412668
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,12,est_aligned_x_m,est_aligned_z_m,0.27808566645790167,1.2742472090944896
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,13,est_aligned_x_m,est_aligned_z_m,0.3398103534531258,1.3099023994278691
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,14,est_aligned_x_m,est_aligned_z_m,0.39760360797349614,1.3620985723907346
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,15,est_aligned_x_m,est_aligned_z_m,0.4465334957180807,1.3917800684990673
aligned_trajectory_vs_gt,x_m_z_m,est_aligned_,aligned_trajectory.csv,16,est_aligned_x_m,est_aligned_z_m,0.4893523072146972,1.382782693936329
